subjectID activityName domain signal_type sensor statistic jerk magnitude axis obs average
44 1 laying time body accelerometer stdDev FALSE FALSE Y 17 -0.797603159411765
45 1 laying time body accelerometer stdDev FALSE FALSE Z 16 -0.88849291875
46 1 laying time body accelerometer stdDev FALSE FALSE NA 100 -0.860388305724
47 1 laying time body accelerometer stdDev FALSE TRUE NA 50 -0.79514486386
48 1 laying time body accelerometer stdDev TRUE FALSE X 17 -0.955437227647059
49 1 laying time body accelerometer stdDev TRUE FALSE Y 17 -0.909267969411765
50 1 laying time body accelerometer stdDev TRUE FALSE Z 16 -0.964854535
51 1 laying time body accelerometer stdDev TRUE FALSE NA 100 -0.9473666391
52 1 laying time body accelerometer stdDev TRUE TRUE NA 50 -0.9282456284
53 1 laying time body gyroscope mean FALSE FALSE X 17 -0.0106174052
54 1 laying time body gyroscope mean FALSE FALSE Y 17 -0.0546812331411765
55 1 laying time body gyroscope mean FALSE FALSE Z 16 0.1309920025
56 1 laying time body gyroscope mean FALSE FALSE NA 100 0.023967157215
57 1 laying time body gyroscope mean FALSE TRUE NA 50 -0.874759548
58 1 laying time body gyroscope mean TRUE FALSE X 17 -0.124824582882353
59 1 laying time body gyroscope mean TRUE FALSE Y 17 -0.0545628144117647
60 1 laying time body gyroscope mean TRUE FALSE Z 16 -0.0606379039375
61 1 laying time body gyroscope mean TRUE FALSE NA 100 -0.071221256421
62 1 laying time body gyroscope mean TRUE TRUE NA 50 -0.96346103
63 1 laying time body gyroscope stdDev FALSE FALSE X 17 -0.853180761176471
64 1 laying time body gyroscope stdDev FALSE FALSE Y 17 -0.946899645882353
65 1 laying time body gyroscope stdDev FALSE FALSE Z 16 -0.948654840625
66 1 laying time body gyroscope stdDev FALSE FALSE NA 100 -0.90866104161
67 1 laying time body gyroscope stdDev FALSE TRUE NA 50 -0.81901016976
68 1 laying time body gyroscope stdDev TRUE FALSE X 17 -0.906147621176471
69 1 laying time body gyroscope stdDev TRUE FALSE Y 17 -0.964386104117647
70 1 laying time body gyroscope stdDev TRUE FALSE Z 16 -0.972550653125
71 1 laying time body gyroscope stdDev TRUE FALSE NA 100 -0.9485541242
72 1 laying time body gyroscope stdDev TRUE TRUE NA 50 -0.9358409828
73 1 laying time gravity accelerometer mean FALSE FALSE X 17 -0.240172346352941
74 1 laying time gravity accelerometer mean FALSE FALSE Y 17 0.709488492588235
75 1 laying time gravity accelerometer mean FALSE FALSE Z 16 0.476947053125
76 1 laying time gravity accelerometer mean FALSE FALSE NA 100 0.29514757413
77 1 laying time gravity accelerometer mean FALSE TRUE NA 50 -0.8419291525
78 1 laying time gravity accelerometer stdDev FALSE FALSE X 17 -0.929456287058824
79 1 laying time gravity accelerometer stdDev FALSE FALSE Y 17 -0.919008623529412
80 1 laying time gravity accelerometer stdDev FALSE FALSE Z 16 -0.912178388125
81 1 laying time gravity accelerometer stdDev FALSE FALSE NA 100 -0.86827058079
82 1 laying time gravity accelerometer stdDev FALSE TRUE NA 50 -0.79514486386
83 1 sitting frequency body accelerometer mean FALSE FALSE X 16 -0.974583351875
84 1 sitting frequency body accelerometer mean FALSE FALSE Y 16 -0.96163342125
85 1 sitting frequency body accelerometer mean FALSE FALSE Z 15 -0.962283652666667
86 1 sitting frequency body accelerometer mean FALSE FALSE NA 94 -0.958330624680851
87 1 sitting frequency body accelerometer mean FALSE TRUE NA 47 -0.947782922553192
88 1 sitting frequency body accelerometer mean TRUE FALSE X 16 -0.98593318875
89 1 sitting frequency body accelerometer mean TRUE FALSE Y 16 -0.98112696125
90 1 sitting frequency body accelerometer mean TRUE FALSE Z 15 -0.987756233333333
91 1 sitting frequency body accelerometer mean TRUE FALSE NA 94 -0.984675366489362
92 1 sitting frequency body accelerometer mean TRUE TRUE NA 47 -0.985262126808511
93 1 sitting frequency body accelerometer stdDev FALSE FALSE X 16 -0.97323776625
94 1 sitting frequency body accelerometer stdDev FALSE FALSE Y 16 -0.942366830625
95 1 sitting frequency body accelerometer stdDev FALSE FALSE Z 15 -0.943323226666667
96 1 sitting frequency body accelerometer stdDev FALSE FALSE NA 94 -0.937487779787234
97 1 sitting frequency body accelerometer stdDev FALSE TRUE NA 47 -0.928444801702128
98 1 sitting frequency body accelerometer stdDev TRUE FALSE X 16 -0.987503606875
99 1 sitting frequency body accelerometer stdDev TRUE FALSE Y 16 -0.9823818875
100 1 sitting frequency body accelerometer stdDev TRUE FALSE Z 15 -0.990342035333333
101 1 sitting frequency body accelerometer stdDev TRUE FALSE NA 94 -0.985840082340426
102 1 sitting frequency body accelerometer stdDev TRUE TRUE NA 47 -0.981606177446808
103 1 sitting frequency body gyroscope mean FALSE FALSE X 16 -0.971812980625
104 1 sitting frequency body gyroscope mean FALSE FALSE Y 16 -0.9710127175
105 1 sitting frequency body gyroscope mean FALSE FALSE Z 15 -0.955608832
106 1 sitting frequency body gyroscope mean FALSE FALSE NA 94 -0.96847329
107 1 sitting frequency body gyroscope mean FALSE TRUE NA 47 -0.958435589361702
108 1 sitting frequency body gyroscope mean TRUE TRUE NA 47 -0.989797547234043
109 1 sitting frequency body gyroscope stdDev FALSE FALSE X 16 -0.97298210875
110 1 sitting frequency body gyroscope stdDev FALSE FALSE Y 16 -0.952463856875
111 1 sitting frequency body gyroscope stdDev FALSE FALSE Z 15 -0.948120140666667
112 1 sitting frequency body gyroscope stdDev FALSE FALSE NA 94 -0.963052304680851
113 1 sitting frequency body gyroscope stdDev FALSE TRUE NA 47 -0.932198374893617
114 1 sitting frequency body gyroscope stdDev TRUE TRUE NA 47 -0.987049617234043
115 1 sitting time body accelerometer mean FALSE FALSE X 16 0.264861808125
116 1 sitting time body accelerometer mean FALSE FALSE Y 16 -0.00688838288125
117 1 sitting time body accelerometer mean FALSE FALSE Z 15 -0.106982090333333
118 1 sitting time body accelerometer mean FALSE FALSE NA 94 0.0508537876645745
119 1 sitting time body accelerometer mean FALSE TRUE NA 47 -0.948536786170213
120 1 sitting time body accelerometer mean TRUE FALSE X 16 0.0778312913125
121 1 sitting time body accelerometer mean TRUE FALSE Y 16 0.0172976291625
122 1 sitting time body accelerometer mean TRUE FALSE Z 15 -0.008869411998
123 1 sitting time body accelerometer mean TRUE FALSE NA 94 0.0219709874362766
124 1 sitting time body accelerometer mean TRUE TRUE NA 47 -0.987364195531915
125 1 sitting time body accelerometer stdDev FALSE FALSE X 16 -0.97357468125
126 1 sitting time body accelerometer stdDev FALSE FALSE Y 16 -0.946619594375
127 1 sitting time body accelerometer stdDev FALSE FALSE Z 15 -0.947308464666667
128 1 sitting time body accelerometer stdDev FALSE FALSE NA 94 -0.941709147446809
129 1 sitting time body accelerometer stdDev FALSE TRUE NA 47 -0.927078418723404
130 1 sitting time body accelerometer stdDev TRUE FALSE X 16 -0.986053245
131 1 sitting time body accelerometer stdDev TRUE FALSE Y 16 -0.981063903125
132 1 sitting time body accelerometer stdDev TRUE FALSE Z 15 -0.989748664666667
133 1 sitting time body accelerometer stdDev TRUE FALSE NA 94 -0.985089673085106
134 1 sitting time body accelerometer stdDev TRUE TRUE NA 47 -0.984120024042553
135 1 sitting time body gyroscope mean FALSE FALSE X 16 -0.046932444
136 1 sitting time body gyroscope mean FALSE FALSE Y 16 -0.08775748475
137 1 sitting time body gyroscope mean FALSE FALSE Z 15 0.00979702893333334
138 1 sitting time body gyroscope mean FALSE FALSE NA 94 -0.0158088254904255
139 1 sitting time body gyroscope mean FALSE TRUE NA 47 -0.93089249
140 1 sitting time body gyroscope mean TRUE FALSE X 16 -0.08988061075
141 1 sitting time body gyroscope mean TRUE FALSE Y 16 -0.0422411528125
142 1 sitting time body gyroscope mean TRUE FALSE Z 15 -0.0413714890666667
143 1 sitting time body gyroscope mean TRUE FALSE NA 94 -0.061206265893617
144 1 sitting time body gyroscope mean TRUE TRUE NA 47 -0.991976341276596
145 1 sitting time body gyroscope stdDev FALSE FALSE X 16 -0.9724698425
146 1 sitting time body gyroscope stdDev FALSE FALSE Y 16 -0.958092285625
147 1 sitting time body gyroscope stdDev FALSE FALSE Z 15 -0.946054984
148 1 sitting time body gyroscope stdDev FALSE FALSE NA 94 -0.962983009148936
149 1 sitting time body gyroscope stdDev FALSE TRUE NA 47 -0.934531840425532
150 1 sitting time body gyroscope stdDev TRUE FALSE X 16 -0.99011320125
151 1 sitting time body gyroscope stdDev TRUE FALSE Y 16 -0.988182033125
152 1 sitting time body gyroscope stdDev TRUE FALSE Z 15 -0.991722763333333
153 1 sitting time body gyroscope stdDev TRUE FALSE NA 94 -0.989607997340425
154 1 sitting time body gyroscope stdDev TRUE TRUE NA 47 -0.988308728510638
155 1 sitting time gravity accelerometer mean FALSE FALSE X 16 0.83040353
156 1 sitting time gravity accelerometer mean FALSE FALSE Y 16 0.216503430375
157 1 sitting time gravity accelerometer mean FALSE FALSE Z 15 0.328945248
158 1 sitting time gravity accelerometer mean FALSE FALSE NA 94 0.453294422021277
159 1 sitting time gravity accelerometer mean FALSE TRUE NA 47 -0.948536786170213
160 1 sitting time gravity accelerometer stdDev FALSE FALSE X 16 -0.97072627375
161 1 sitting time gravity accelerometer stdDev FALSE FALSE Y 16 -0.96134607625
162 1 sitting time gravity accelerometer stdDev FALSE FALSE Z 15 -0.941592492
163 1 sitting time gravity accelerometer stdDev FALSE FALSE NA 94 -0.947390067659574
164 1 sitting time gravity accelerometer stdDev FALSE TRUE NA 47 -0.927078418723404
165 1 standing frequency body accelerometer mean FALSE FALSE X 18 -0.994805682777778
166 1 standing frequency body accelerometer mean FALSE FALSE Y 18 -0.981737196666667
167 1 standing frequency body accelerometer mean FALSE FALSE Z 17 -0.987075062941176
168 1 standing frequency body accelerometer mean FALSE FALSE NA 106 -0.984865091415094
169 1 standing frequency body accelerometer mean FALSE TRUE NA 53 -0.985356361132075
170 1 standing frequency body accelerometer mean TRUE FALSE X 18 -0.994456601666667
171 1 standing frequency body accelerometer mean TRUE FALSE Y 18 -0.985728187222222
172 1 standing frequency body accelerometer mean TRUE FALSE Z 17 -0.991245229411765
173 1 standing frequency body accelerometer mean TRUE FALSE NA 106 -0.990169748113208
174 1 standing frequency body accelerometer mean TRUE TRUE NA 53 -0.99254247754717
175 1 standing frequency body accelerometer stdDev FALSE FALSE X 18 -0.995473402777778
176 1 standing frequency body accelerometer stdDev FALSE FALSE Y 18 -0.979342682222222
177 1 standing frequency body accelerometer stdDev FALSE FALSE Z 17 -0.976487346470588
178 1 standing frequency body accelerometer stdDev FALSE FALSE NA 106 -0.981176764528302
179 1 standing frequency body accelerometer stdDev FALSE TRUE NA 53 -0.982313804716981
180 1 standing frequency body accelerometer stdDev TRUE FALSE X 18 -0.994926233888889
181 1 standing frequency body accelerometer stdDev TRUE FALSE Y 18 -0.987127808333333
182 1 standing frequency body accelerometer stdDev TRUE FALSE Z 17 -0.992420264705882
183 1 standing frequency body accelerometer stdDev TRUE FALSE NA 106 -0.991483946792453
184 1 standing frequency body accelerometer stdDev TRUE TRUE NA 53 -0.992536003396226
185 1 standing frequency body gyroscope mean FALSE FALSE X 18 -0.986948621111111
186 1 standing frequency body gyroscope mean FALSE FALSE Y 18 -0.990616918333333
187 1 standing frequency body gyroscope mean FALSE FALSE Z 17 -0.978422864117647
188 1 standing frequency body gyroscope mean FALSE FALSE NA 106 -0.985342291792453
189 1 standing frequency body gyroscope mean FALSE TRUE NA 53 -0.984617623396226
190 1 standing frequency body gyroscope mean TRUE TRUE NA 53 -0.994815376981132
191 1 standing frequency body gyroscope stdDev FALSE FALSE X 18 -0.987422451666667
192 1 standing frequency body gyroscope stdDev FALSE FALSE Y 18 -0.989155996666667
193 1 standing frequency body gyroscope stdDev FALSE FALSE Z 17 -0.981912931764706
194 1 standing frequency body gyroscope stdDev FALSE FALSE NA 106 -0.985353094056604
195 1 standing frequency body gyroscope stdDev FALSE TRUE NA 53 -0.978466072075472
196 1 standing frequency body gyroscope stdDev TRUE TRUE NA 53 -0.994671123207547
197 1 standing time body accelerometer mean FALSE FALSE X 18 0.278073572222222
198 1 standing time body accelerometer mean FALSE FALSE Y 18 -0.0176788559444444
199 1 standing time body accelerometer mean FALSE FALSE Z 17 -0.102092763529412
200 1 standing time body accelerometer mean FALSE FALSE NA 106 0.0482445076556604
201 1 standing time body accelerometer mean FALSE TRUE NA 53 -0.984278207358491
202 1 standing time body accelerometer mean TRUE FALSE X 18 0.0765802934444444
203 1 standing time body accelerometer mean TRUE FALSE Y 18 0.0125599718111111
204 1 standing time body accelerometer mean TRUE FALSE Z 17 -0.000797723602823529
205 1 standing time body accelerometer mean TRUE FALSE NA 106 0.024824478432566
206 1 standing time body accelerometer mean TRUE TRUE NA 53 -0.992367790566038
207 1 standing time body accelerometer stdDev FALSE FALSE X 18 -0.995237457777778
208 1 standing time body accelerometer stdDev FALSE FALSE Y 18 -0.979896172222222
209 1 standing time body accelerometer stdDev FALSE FALSE Z 17 -0.979087037647059
210 1 standing time body accelerometer stdDev FALSE FALSE NA 106 -0.981939474245283
211 1 standing time body accelerometer stdDev FALSE TRUE NA 53 -0.981942928867925
212 1 standing time body accelerometer stdDev TRUE FALSE X 18 -0.994424472222222
213 1 standing time body accelerometer stdDev TRUE FALSE Y 18 -0.985888457777778
214 1 standing time body accelerometer stdDev TRUE FALSE Z 17 -0.992564957647059
215 1 standing time body accelerometer stdDev TRUE FALSE NA 106 -0.990787725849057
216 1 standing time body accelerometer stdDev TRUE TRUE NA 53 -0.993096209433962
217 1 standing time body gyroscope mean FALSE FALSE X 18 -0.0238918021611111
218 1 standing time body gyroscope mean FALSE FALSE Y 18 -0.0689427900555556
219 1 standing time body gyroscope mean FALSE FALSE Z 17 0.0615725537647059
220 1 standing time body gyroscope mean FALSE FALSE NA 106 0.00159741879820755
221 1 standing time body gyroscope mean FALSE TRUE NA 53 -0.976493792830189
222 1 standing time body gyroscope mean TRUE FALSE X 18 -0.098946983
223 1 standing time body gyroscope mean TRUE FALSE Y 18 -0.0409814859444444
224 1 standing time body gyroscope mean TRUE FALSE Z 17 -0.0479285954647059
225 1 standing time body gyroscope mean TRUE FALSE NA 106 -0.0648631740254717
226 1 standing time body gyroscope mean TRUE TRUE NA 53 -0.994966790566038
227 1 standing time body gyroscope stdDev FALSE FALSE X 18 -0.987263682222222
228 1 standing time body gyroscope stdDev FALSE FALSE Y 18 -0.98962914
229 1 standing time body gyroscope stdDev FALSE FALSE Z 17 -0.979662279411765
230 1 standing time body gyroscope stdDev FALSE FALSE NA 106 -0.984971577075472
231 1 standing time body gyroscope stdDev FALSE TRUE NA 53 -0.978690028679245
232 1 standing time body gyroscope stdDev TRUE FALSE X 18 -0.992917228888889
233 1 standing time body gyroscope stdDev TRUE FALSE Y 18 -0.995578783333333
234 1 standing time body gyroscope stdDev TRUE FALSE Z 17 -0.992257825882353
235 1 standing time body gyroscope stdDev TRUE FALSE NA 106 -0.99329092254717
236 1 standing time body gyroscope stdDev TRUE TRUE NA 53 -0.994733238679245
237 1 standing time gravity accelerometer mean FALSE FALSE X 18 0.943291556111111
238 1 standing time gravity accelerometer mean FALSE FALSE Y 18 -0.271485687777778
239 1 standing time gravity accelerometer mean FALSE FALSE Z 17 0.00786447060588235
240 1 standing time gravity accelerometer mean FALSE FALSE NA 106 0.226387850403774
241 1 standing time gravity accelerometer mean FALSE TRUE NA 53 -0.984278207358491
242 1 standing time gravity accelerometer stdDev FALSE FALSE X 18 -0.993129795555556
243 1 standing time gravity accelerometer stdDev FALSE FALSE Y 18 -0.989275192222222
244 1 standing time gravity accelerometer stdDev FALSE FALSE Z 17 -0.976226769411765
245 1 standing time gravity accelerometer stdDev FALSE FALSE NA 106 -0.982457023490566
246 1 standing time gravity accelerometer stdDev FALSE TRUE NA 53 -0.981942928867925
247 1 walking frequency body accelerometer mean FALSE FALSE X 31 -0.203445776258065
248 1 walking frequency body accelerometer mean FALSE FALSE Y 32 0.085804924325
249 1 walking frequency body accelerometer mean FALSE FALSE Z 32 -0.32661610875
250 1 walking frequency body accelerometer mean FALSE FALSE NA 190 -0.148569391143158
251 1 walking frequency body accelerometer mean FALSE TRUE NA 95 -0.128623450629474
252 1 walking frequency body accelerometer mean TRUE FALSE X 31 -0.163419191964516
253 1 walking frequency body accelerometer mean TRUE FALSE Y 32 -0.04139626900625
254 1 walking frequency body accelerometer mean TRUE FALSE Z 32 -0.4672837215625
255 1 walking frequency body accelerometer mean TRUE FALSE NA 190 -0.225050305862374
256 1 walking frequency body accelerometer mean TRUE TRUE NA 95 -0.0571194000343158
257 1 walking frequency body accelerometer stdDev FALSE FALSE X 31 -0.322201654516129
258 1 walking frequency body accelerometer stdDev FALSE FALSE Y 32 0.0622335927465625
259 1 walking frequency body accelerometer stdDev FALSE FALSE Z 32 -0.2844875109375
260 1 walking frequency body accelerometer stdDev FALSE FALSE NA 190 -0.181388749629053
261 1 walking frequency body accelerometer stdDev FALSE TRUE NA 95 -0.398032586842105
262 1 walking frequency body accelerometer stdDev TRUE FALSE X 31 -0.140669705483871
263 1 walking frequency body accelerometer stdDev TRUE FALSE Y 32 0.0989204523975
264 1 walking frequency body accelerometer stdDev TRUE FALSE Z 32 -0.534080405625
265 1 walking frequency body accelerometer stdDev TRUE FALSE NA 190 -0.18453862442
266 1 walking frequency body accelerometer stdDev TRUE TRUE NA 95 -0.103492403002105
267 1 walking frequency body gyroscope mean FALSE FALSE X 31 -0.341670921806452
268 1 walking frequency body gyroscope mean FALSE FALSE Y 32 -0.106716605871875
269 1 walking frequency body gyroscope mean FALSE FALSE Z 32 -0.2553408504375
270 1 walking frequency body gyroscope mean FALSE FALSE NA 190 -0.232291870733684
271 1 walking frequency body gyroscope mean FALSE TRUE NA 95 -0.199252568986316
272 1 walking frequency body gyroscope mean TRUE TRUE NA 95 -0.319308593778947
273 1 walking frequency body gyroscope stdDev FALSE FALSE X 31 -0.520995719354839
274 1 walking frequency body gyroscope stdDev FALSE FALSE Y 32 -0.03244882403125
275 1 walking frequency body gyroscope stdDev FALSE FALSE Z 32 -0.4361374334375
276 1 walking frequency body gyroscope stdDev FALSE FALSE NA 190 -0.329456807531053
277 1 walking frequency body gyroscope stdDev FALSE TRUE NA 95 -0.321017953894737
278 1 walking frequency body gyroscope stdDev TRUE TRUE NA 95 -0.381601911789474
279 1 walking time body accelerometer mean FALSE FALSE X 31 0.276632213225806
280 1 walking time body accelerometer mean FALSE FALSE Y 32 -0.01650812919125
281 1 walking time body accelerometer mean FALSE FALSE Z 32 -0.110715390625
282 1 walking time body accelerometer mean FALSE FALSE NA 190 0.0506918079316842
283 1 walking time body accelerometer mean FALSE TRUE NA 95 -0.136971176556842
284 1 walking time body accelerometer mean TRUE FALSE X 31 0.0900089821612903
285 1 walking time body accelerometer mean TRUE FALSE Y 32 0.067015973934375
286 1 walking time body accelerometer mean TRUE FALSE Z 32 0.006231723684375
287 1 walking time body accelerometer mean TRUE FALSE NA 190 0.0220505379905263
288 1 walking time body accelerometer mean TRUE TRUE NA 95 -0.141428809031579
289 1 walking time body accelerometer stdDev FALSE FALSE X 31 -0.285969597741935
290 1 walking time body accelerometer stdDev FALSE FALSE Y 32 0.1172680067
291 1 walking time body accelerometer stdDev FALSE FALSE Z 32 -0.2613346003125
292 1 walking time body accelerometer stdDev FALSE FALSE NA 190 -0.143731367281053
293 1 walking time body accelerometer stdDev FALSE TRUE NA 95 -0.219688645631579
294 1 walking time body accelerometer stdDev TRUE FALSE X 31 -0.113611782135484
295 1 walking time body accelerometer stdDev TRUE FALSE Y 32 0.059565221290625
296 1 walking time body accelerometer stdDev TRUE FALSE Z 32 -0.5015963953125
297 1 walking time body accelerometer stdDev TRUE FALSE NA 190 -0.181672430281579
298 1 walking time body accelerometer stdDev TRUE TRUE NA 95 -0.0744717500625263
299 1 walking time body gyroscope mean FALSE FALSE X 31 -0.0144672372419355
300 1 walking time body gyroscope mean FALSE FALSE Y 32 -0.0566303393125
301 1 walking time body gyroscope mean FALSE FALSE Z 32 0.09347532424375
302 1 walking time body gyroscope mean FALSE FALSE NA 190 -0.0170531233919474
303 1 walking time body gyroscope mean FALSE TRUE NA 95 -0.160979552536842
304 1 walking time body gyroscope mean TRUE FALSE X 31 -0.0867924776774193
305 1 walking time body gyroscope mean TRUE FALSE Y 32 -0.026141058340625
306 1 walking time body gyroscope mean TRUE FALSE Z 32 -0.05838834574375
307 1 walking time body gyroscope mean TRUE FALSE NA 190 -0.0595882622584211
308 1 walking time body gyroscope mean TRUE TRUE NA 95 -0.298703679084211
309 1 walking time body gyroscope stdDev FALSE FALSE X 31 -0.477465310645161
310 1 walking time body gyroscope stdDev FALSE FALSE Y 32 -0.0552417807671875
311 1 walking time body gyroscope stdDev FALSE FALSE Z 32 -0.3438100478125
312 1 walking time body gyroscope stdDev FALSE FALSE NA 190 -0.291093978095263
313 1 walking time body gyroscope stdDev FALSE TRUE NA 95 -0.186978364526316
314 1 walking time body gyroscope stdDev TRUE FALSE X 31 -0.210751285548387
315 1 walking time body gyroscope stdDev TRUE FALSE Y 32 -0.3129530290625
316 1 walking time body gyroscope stdDev TRUE FALSE Z 32 -0.405043276875
317 1 walking time body gyroscope stdDev TRUE FALSE NA 190 -0.302761479315789
318 1 walking time body gyroscope stdDev TRUE TRUE NA 95 -0.325324878894737
319 1 walking time gravity accelerometer mean FALSE FALSE X 31 0.935144274516129
320 1 walking time gravity accelerometer mean FALSE FALSE Y 32 -0.282055535
321 1 walking time gravity accelerometer mean FALSE FALSE Z 32 -0.06679922728125
322 1 walking time gravity accelerometer mean FALSE FALSE NA 190 0.198655973278947
323 1 walking time gravity accelerometer mean FALSE TRUE NA 95 -0.136971176556842
324 1 walking time gravity accelerometer stdDev FALSE FALSE X 31 -0.978018010645161
325 1 walking time gravity accelerometer stdDev FALSE FALSE Y 32 -0.9683329878125
326 1 walking time gravity accelerometer stdDev FALSE FALSE Z 32 -0.9506516696875
327 1 walking time gravity accelerometer stdDev FALSE FALSE NA 190 -0.965047639421053
328 1 walking time gravity accelerometer stdDev FALSE TRUE NA 95 -0.219688645631579
329 1 walking_downstairs frequency body accelerometer mean FALSE FALSE X 16 0.016047331375
330 1 walking_downstairs frequency body accelerometer mean FALSE FALSE Y 16 0.02223548143125
331 1 walking_downstairs frequency body accelerometer mean FALSE FALSE Z 17 -0.227393930588235
332 1 walking_downstairs frequency body accelerometer mean FALSE FALSE NA 98 -0.0597020595871429
333 1 walking_downstairs frequency body accelerometer mean FALSE TRUE NA 49 0.0965845343040816
334 1 walking_downstairs frequency body accelerometer mean TRUE FALSE X 16 -0.0362740586875
335 1 walking_downstairs frequency body accelerometer mean TRUE FALSE Y 16 -0.1176347357875
336 1 walking_downstairs frequency body accelerometer mean TRUE FALSE Z 17 -0.282524573117647
337 1 walking_downstairs frequency body accelerometer mean TRUE FALSE NA 98 -0.148195549318367
338 1 walking_downstairs frequency body accelerometer mean TRUE TRUE NA 49 0.0262184949326531
339 1 walking_downstairs frequency body accelerometer stdDev FALSE FALSE X 16 0.0216635389625
340 1 walking_downstairs frequency body accelerometer stdDev FALSE FALSE Y 16 -0.073421318
341 1 walking_downstairs frequency body accelerometer stdDev FALSE FALSE Z 17 -0.300335204117647
342 1 walking_downstairs frequency body accelerometer stdDev FALSE FALSE NA 98 -0.132731184135714
343 1 walking_downstairs frequency body accelerometer stdDev FALSE TRUE NA 49 -0.186530301073469
344 1 walking_downstairs frequency body accelerometer stdDev TRUE FALSE X 16 -0.091830075
345 1 walking_downstairs frequency body accelerometer stdDev TRUE FALSE Y 16 -0.091790891975
346 1 walking_downstairs frequency body accelerometer stdDev TRUE FALSE Z 17 -0.397184037058824
347 1 walking_downstairs frequency body accelerometer stdDev TRUE FALSE NA 98 -0.212436479783367
348 1 walking_downstairs frequency body accelerometer stdDev TRUE TRUE NA 49 -0.104052260726531
349 1 walking_downstairs frequency body gyroscope mean FALSE FALSE X 16 -0.39952417125
350 1 walking_downstairs frequency body gyroscope mean FALSE FALSE Y 16 -0.0323955044375
351 1 walking_downstairs frequency body gyroscope mean FALSE FALSE Z 17 -0.0260349696176471
352 1 walking_downstairs frequency body gyroscope mean FALSE FALSE NA 98 -0.144976887204082
353 1 walking_downstairs frequency body gyroscope mean FALSE TRUE NA 49 -0.185720285744898
354 1 walking_downstairs frequency body gyroscope mean TRUE TRUE NA 49 -0.281963359177551
355 1 walking_downstairs frequency body gyroscope stdDev FALSE FALSE X 16 -0.537410195625
